dates,ndvi,x,y
2018-06-05,0.4597168934198406,2048,1024
2018-06-15,0.4164991640189902,2048,1024
2018-06-25,0.06751000736610505,2048,1024
2018-07-05,0.4358171687691661,2048,1024
2018-07-15,0.4391684650718742,2048,1024
2018-07-25,0.39125879946171876,2048,1024
2018-08-04,0.16438132978382047,2048,1024
2018-08-14,0.20375414390357885,2048,1024
2018-08-24,0.195882372239696,2048,1024
2018-09-03,0.23287414627901343,2048,1024
2018-09-13,0.242381905030103,2048,1024
2018-10-03,0.06494758396433067,2048,1024
2018-10-23,0.16394262591488495,2048,1024
2018-11-02,0.2020973545019266,2048,1024
2018-11-12,0.14368545894835547,2048,1024
2018-11-22,0.08863857241109552,2048,1024
2018-12-02,0.006619746530023504,2048,1024
2019-01-01,0.17694436223150956,2048,1024
2019-01-21,0.2037345641591833,2048,1024
2019-02-20,0.2811355092654573,2048,1024
2019-03-02,0.16974891948513543,2048,1024
2019-03-12,0.20388740669441194,2048,1024
2019-04-11,0.1933520973453792,2048,1024
2019-04-21,0.08042682692158877,2048,1024
2019-05-01,0.25236687625673804,2048,1024
2019-05-11,0.24003748495200786,2048,1024
2019-05-21,0.17200931287634336,2048,1024
2019-06-10,0.09978643247235489,2048,1024
2019-06-20,0.14124296769146447,2048,1024
2019-06-30,0.13076635070621015,2048,1024
2019-07-20,0.14163801624254127,2048,1024
2019-07-30,0.12719611783794138,2048,1024
2019-08-09,0.15102157012826165,2048,1024
2016-12-22,0.37069897663078455,2048,1536
2017-01-01,0.384904937219644,2048,1536
2017-01-11,0.3963624009466068,2048,1536
2017-02-10,0.646841435571458,2048,1536
2017-02-20,0.2926543060807373,2048,1536
2017-03-02,0.4136639932184876,2048,1536
2017-03-12,0.5041635431755256,2048,1536
2017-04-01,0.4530126748844032,2048,1536
2017-04-11,0.4242095205527679,2048,1536
2017-05-01,0.10168226139873601,2048,1536
2017-05-11,0.3864329124337312,2048,1536
2017-05-21,0.3590136992567775,2048,1536
2017-05-31,0.13211878701929866,2048,1536
2017-06-20,0.42120018692317424,2048,1536
2017-07-10,0.16622155865228563,2048,1536
2017-07-20,,2048,1536
2017-07-30,0.39299085300517184,2048,1536
2017-08-09,0.38857723776853814,2048,1536
2017-08-19,0.3474785437205089,2048,1536
2017-09-08,0.280186708395025,2048,1536
2017-09-18,0.2758401112163757,2048,1536
2017-09-28,0.14218105190792937,2048,1536
2017-10-08,0.22212534972202766,2048,1536
2017-10-28,0.23631525872866552,2048,1536
2017-11-07,0.21934865166677261,2048,1536
2017-11-17,0.18818126291795118,2048,1536
2017-11-27,0.13329712861400406,2048,1536
2017-12-07,0.2033238374229782,2048,1536
2017-12-17,0.012544296585805189,2048,1536
2017-12-27,0.16482765256163032,2048,1536
2018-01-06,0.1655551129176009,2048,1536
2018-01-26,0.06912646580575618,2048,1536
2018-02-15,0.1607320014646215,2048,1536
2018-03-17,0.2423177432659241,2048,1536
2018-04-16,0.48723422033089653,2048,1536
2018-04-26,0.47935216141843184,2048,1536
2018-05-06,0.23431730112025415,2048,1536
2018-05-26,0.206124111804754,2048,1536
2018-06-05,0.1957119826367916,2048,1536
2018-06-15,0.1703642522529009,2048,1536
2018-06-25,0.08932615765190352,2048,1536
2018-07-05,0.1830044489885297,2048,1536
2018-07-15,0.1913845323166536,2048,1536
2018-07-25,0.18754735141297177,2048,1536
2018-08-04,0.1777034918511374,2048,1536
2018-08-14,0.21616113131472459,2048,1536
2018-08-24,0.24423395970720319,2048,1536
2018-09-03,0.3476202169222114,2048,1536
2018-09-13,0.4155063974457337,2048,1536
2018-10-03,0.10071251668076163,2048,1536
2018-10-23,0.4054668385069409,2048,1536
2018-11-02,0.3743861790017552,2048,1536
2018-11-12,0.2812762971687438,2048,1536
2018-11-22,0.1558671653849583,2048,1536
2018-12-02,0.09665920604843922,2048,1536
2019-01-01,0.2130040003259872,2048,1536
2019-01-21,0.41935944780862866,2048,1536
2019-02-20,0.31397608461248055,2048,1536
2019-03-02,0.17307960308328832,2048,1536
2019-03-12,0.17486049021513922,2048,1536
2019-04-11,0.3043531376788221,2048,1536
2019-04-21,0.14972084761398258,2048,1536
2019-05-01,0.2806055706492721,2048,1536
2019-05-11,0.363807485240631,2048,1536
2019-05-21,0.1611534119120352,2048,1536
2019-06-10,0.23074948178698743,2048,1536
2019-06-20,0.2724188580153715,2048,1536
2019-06-30,0.21905807622931558,2048,1536
2019-07-20,0.18538075421088165,2048,1536
2019-07-30,0.16572605395875492,2048,1536
2019-08-09,0.18455768254369873,2048,1536
2016-12-22,0.41040334573752785,4608,4608
2017-01-01,0.18067828134752784,4608,4608
2017-01-11,0.4635107486578862,4608,4608
2017-02-10,0.6804047461506129,4608,4608
2017-02-20,0.5224318197151137,4608,4608
2017-03-02,0.6744203065634742,4608,4608
2017-03-12,0.657370130272493,4608,4608
2017-04-01,0.5695431423940265,4608,4608
2017-04-11,0.5604390913826156,4608,4608
2017-05-01,0.15714900681997826,4608,4608
2017-05-11,0.5726776715935233,4608,4608
2017-05-21,0.3031022529437158,4608,4608
2017-05-31,0.3040016434151066,4608,4608
2017-06-20,0.39326809077768415,4608,4608
2017-07-10,0.2794931461330188,4608,4608
2017-07-20,0.5024146169665924,4608,4608
2017-07-30,0.36394210108822095,4608,4608
2017-08-09,0.3872144058108374,4608,4608
2017-08-19,0.31623399364948646,4608,4608
2017-09-08,0.25639681430970784,4608,4608
2017-09-18,0.13805541043165717,4608,4608
2017-09-28,0.12019592327456455,4608,4608
2017-10-08,0.23141712576816553,4608,4608
2017-10-28,0.3578390195767848,4608,4608
2017-11-07,0.38861701255734404,4608,4608
2017-11-17,0.29948722010866846,4608,4608
2017-11-27,0.39804937717469907,4608,4608
2017-12-07,0.5479048419230033,4608,4608
2017-12-17,0.5425611070269134,4608,4608
2017-12-27,0.4702645641696438,4608,4608
2018-01-06,0.04621815063872803,4608,4608
2018-01-26,0.16882983479497668,4608,4608
2018-02-15,0.04039915253355367,4608,4608
2018-03-17,0.6705744301911187,4608,4608
2018-04-16,0.36627111990605776,4608,4608
2018-04-26,0.6739948776382769,4608,4608
2018-05-06,0.12018953652774152,4608,4608
2018-05-26,0.4596619153336108,4608,4608
2018-06-05,0.5643438936381969,4608,4608
2018-06-15,0.5111590513783711,4608,4608
2018-06-25,0.44016003943283005,4608,4608
2018-07-05,0.2558657365489271,4608,4608
2018-07-15,0.4287221716144264,4608,4608
2018-07-25,0.3710773672535794,4608,4608
2018-08-04,0.322384849413472,4608,4608
2018-08-14,0.3304888120352665,4608,4608
2018-08-24,0.272090661694911,4608,4608
2018-09-03,0.2862770472810091,4608,4608
2018-09-13,0.1235661540277439,4608,4608
2018-10-03,0.19836461160527816,4608,4608
2018-10-23,0.2473437285971858,4608,4608
2018-11-02,0.3060714517254823,4608,4608
2018-11-12,0.28382126572526234,4608,4608
2018-11-22,0.25541513263229737,4608,4608
2018-12-02,0.2672196863742612,4608,4608
2019-01-01,0.06161660985460494,4608,4608
2019-01-21,0.48559733789763626,4608,4608
2019-02-20,0.5965195651874219,4608,4608
2019-03-02,0.42986217301472557,4608,4608
2019-03-12,0.6364317790478065,4608,4608
2019-04-11,0.3350205335695225,4608,4608
2019-04-21,0.09490544129108443,4608,4608
2019-05-01,0.6120221586718142,4608,4608
2019-05-11,0.671950998948309,4608,4608
2019-05-21,0.6039149392909606,4608,4608
2019-06-10,0.5079663994273897,4608,4608
2019-06-20,0.6254358753044155,4608,4608
2019-06-30,0.5254855065502783,4608,4608
2019-07-20,0.4366690698399658,4608,4608
2019-07-30,0.33944406697443336,4608,4608
2019-08-09,0.37221543041408955,4608,4608
2016-12-22,0.30439286305611,4608,5120
2017-01-01,0.2213223002478883,4608,5120
2017-01-11,0.5072522213453933,4608,5120
2017-02-10,0.6554523509773434,4608,5120
2017-02-20,0.4520857030203833,4608,5120
2017-03-02,0.4906472778232042,4608,5120
2017-03-12,0.5731646297779137,4608,5120
2017-04-01,0.588540196673398,4608,5120
2017-04-11,0.5806716794268768,4608,5120
2017-05-01,0.24454883140723047,4608,5120
2017-05-11,0.5951873737627688,4608,5120
2017-05-21,0.2569252627139228,4608,5120
2017-05-31,0.36763841367005495,4608,5120
2017-06-20,0.41187092579240653,4608,5120
2017-07-10,0.2974034403243526,4608,5120
2017-07-20,0.4986070069438725,4608,5120
2017-07-30,0.3752508378187672,4608,5120
2017-08-09,0.38226305251884246,4608,5120
2017-08-19,0.31529995818190854,4608,5120
2017-09-08,0.25683315060413386,4608,5120
2017-09-18,0.16783603598331912,4608,5120
2017-09-28,0.18541922110623754,4608,5120
2017-10-08,0.19627260870101834,4608,5120
2017-10-28,0.31697556523139475,4608,5120
2017-11-07,0.37138875343786937,4608,5120
2017-11-17,0.1566520488161733,4608,5120
2017-11-27,0.4764095513103195,4608,5120
2017-12-07,0.566501220651169,4608,5120
2017-12-17,0.46122617631740387,4608,5120
2017-12-27,0.45192863260166344,4608,5120
2018-01-06,0.15870015699266268,4608,5120
2018-01-26,0.3135372266718944,4608,5120
2018-02-15,0.20184623054915826,4608,5120
2018-03-17,0.6163058399169544,4608,5120
2018-04-16,0.3171561642861618,4608,5120
2018-04-26,0.6993437504727623,4608,5120
2018-05-06,0.06087331329106216,4608,5120
2018-05-26,0.36073156498930675,4608,5120
2018-06-05,0.560251349973967,4608,5120
2018-06-15,0.5052574452412618,4608,5120
2018-06-25,0.37956655340210427,4608,5120
2018-07-05,0.3697162376163865,4608,5120
2018-07-15,0.4329787109179993,4608,5120
2018-07-25,0.3287857304633349,4608,5120
2018-08-04,0.2743339181071416,4608,5120
2018-08-14,0.2630049357616968,4608,5120
2018-08-24,0.23824379652293146,4608,5120
2018-09-03,0.23577168416879668,4608,5120
2018-09-13,0.16700471144102716,4608,5120
2018-10-03,0.1903317610654803,4608,5120
2018-10-23,0.1777104917056289,4608,5120
2018-11-02,0.18199816431140806,4608,5120
2018-11-12,0.2527411539889386,4608,5120
2018-11-22,0.14883820958780514,4608,5120
2018-12-02,0.22538496855508733,4608,5120
2019-01-01,0.2635822626455247,4608,5120
2019-01-21,0.4640082629695946,4608,5120
2019-02-20,0.651283308131971,4608,5120
2019-03-02,0.5760755525249921,4608,5120
2019-03-12,0.6850912734792806,4608,5120
2019-04-11,0.1757737981197281,4608,5120
2019-04-21,0.05043311456862358,4608,5120
2019-05-01,0.5565507127764759,4608,5120
2019-05-11,0.6464114820901569,4608,5120
2019-05-21,0.4237094218213157,4608,5120
2019-06-10,0.15336316100671876,4608,5120
2019-06-20,0.594339167885253,4608,5120
2019-06-30,0.5028728943284558,4608,5120
2019-07-20,0.4552947787148787,4608,5120
2019-07-30,0.3039769268930509,4608,5120
2019-08-09,0.40444636664226497,4608,5120
2016-12-22,0.3372269588687337,4608,5632
2017-01-01,0.4115146707534532,4608,5632
2017-01-11,0.4861789743394959,4608,5632
2017-02-10,0.45645569561865657,4608,5632
2017-02-20,0.5989351408626413,4608,5632
2017-03-02,0.5377240727354203,4608,5632
2017-03-12,0.5380062081742533,4608,5632
2017-04-01,0.5862452318162729,4608,5632
2017-04-11,0.5698010828767491,4608,5632
2017-05-01,0.09379690461852622,4608,5632
2017-05-11,0.5786863239567127,4608,5632
2017-05-21,0.3766806995799876,4608,5632
2017-05-31,0.527242227272172,4608,5632
2017-06-20,0.446425263034682,4608,5632
2017-07-10,0.16243679218050583,4608,5632
2017-07-20,0.5040173946420082,4608,5632
2017-07-30,0.3880406679057604,4608,5632
2017-08-09,0.392831788608621,4608,5632
2017-08-19,0.35773049972193893,4608,5632
2017-09-08,0.2931569140136761,4608,5632
2017-09-18,0.1774265246887037,4608,5632
2017-09-28,0.23285535802027812,4608,5632
2017-10-08,0.20784784478932047,4608,5632
2017-10-28,0.3276270489334779,4608,5632
2017-11-07,0.36938899275021125,4608,5632
2017-11-17,0.3422568014901731,4608,5632
2017-11-27,0.4369611245732995,4608,5632
2017-12-07,0.5105154621670376,4608,5632
2017-12-17,0.46084221053617874,4608,5632
2017-12-27,0.4015084699294742,4608,5632
2018-01-06,0.377134435876981,4608,5632
2018-01-26,0.4296583440784753,4608,5632
2018-02-15,0.10548542628958003,4608,5632
2018-03-17,0.5731116654831154,4608,5632
2018-04-16,0.15218982163247444,4608,5632
2018-04-26,0.6672250339676735,4608,5632
2018-05-06,0.15554643369632168,4608,5632
2018-05-26,0.275692477412947,4608,5632
2018-06-05,0.5614666950079524,4608,5632
2018-06-15,0.5102142319924797,4608,5632
2018-06-25,0.42572068278955966,4608,5632
2018-07-05,0.34204306352408775,4608,5632
2018-07-15,0.42840851321633755,4608,5632
2018-07-25,0.365489682955122,4608,5632
2018-08-04,0.3214890843077639,4608,5632
2018-08-14,0.29722866564609646,4608,5632
2018-08-24,0.24731113940304159,4608,5632
2018-09-03,0.25068216949315,4608,5632
2018-09-13,0.14615704160458579,4608,5632
2018-10-03,0.19165998233163054,4608,5632
2018-10-23,0.24273372883282526,4608,5632
2018-11-02,0.25302760919502154,4608,5632
2018-11-12,0.25608640908311703,4608,5632
2018-11-22,0.12348960795278892,4608,5632
2018-12-02,0.30032376354843543,4608,5632
2019-01-01,0.3584681451420009,4608,5632
2019-01-21,0.4991527260764059,4608,5632
2019-02-20,0.6465589833939391,4608,5632
2019-03-02,0.48822926675889733,4608,5632
2019-03-12,0.6679380801204826,4608,5632
2019-04-11,0.016406511584098928,4608,5632
2019-04-21,0.05179292888149523,4608,5632
2019-05-01,0.4527386129660862,4608,5632
2019-05-11,0.6686547140240712,4608,5632
2019-05-21,0.3773575221270777,4608,5632
2019-06-10,0.08546785160430337,4608,5632
2019-06-20,0.6221741805827821,4608,5632
2019-06-30,0.5598252502153559,4608,5632
2019-07-20,0.49500991041094455,4608,5632
2019-07-30,0.3206217927736572,4608,5632
2019-08-09,0.4544754882556212,4608,5632
2016-12-22,0.32439379695236004,4608,6144
2017-01-01,0.39871353583351055,4608,6144
2017-01-11,0.41635627149331456,4608,6144
2017-02-10,0.5861962587144032,4608,6144
2017-02-20,0.6394698793956597,4608,6144
2017-03-02,0.6737268698995859,4608,6144
2017-03-12,0.5738659712498045,4608,6144
2017-04-01,0.5050547956689828,4608,6144
2017-04-11,0.4956590841302314,4608,6144
2017-05-01,0.15188982234210338,4608,6144
2017-05-11,0.4956594730531707,4608,6144
2017-05-21,0.38709991332534843,4608,6144
2017-05-31,0.46504658594234116,4608,6144
2017-06-20,0.38741860695282754,4608,6144
2017-07-10,0.1334558439131513,4608,6144
2017-07-20,0.4840318981065103,4608,6144
2017-07-30,0.05389384411255722,4608,6144
2017-08-09,0.21206115898369446,4608,6144
2017-08-19,0.1998451554717384,4608,6144
2017-09-08,0.22796410921467408,4608,6144
2017-09-18,0.23670071879888566,4608,6144
2017-09-28,0.26672430666935604,4608,6144
2017-10-08,0.21549484031442853,4608,6144
2017-10-28,0.4565200229973512,4608,6144
2017-11-07,0.5365845875823217,4608,6144
2017-11-17,0.61983017260498,4608,6144
2017-11-27,0.610013866879698,4608,6144
2017-12-07,0.7024229213735166,4608,6144
2017-12-17,0.7058859730239155,4608,6144
2017-12-27,0.4137742707948706,4608,6144
2018-01-06,0.579547675564478,4608,6144
2018-01-26,0.030891546233441404,4608,6144
2018-02-15,0.05903214283347404,4608,6144
2018-03-17,0.7507320052421558,4608,6144
2018-04-16,0.12256920665103953,4608,6144
2018-04-26,0.7538618999999848,4608,6144
2018-05-06,0.7008224883297358,4608,6144
2018-05-26,0.314334585105344,4608,6144
2018-06-05,0.6759206794720872,4608,6144
2018-06-15,0.6194058497197338,4608,6144
2018-06-25,0.37807862274386755,4608,6144
2018-07-05,0.35346794485251,4608,6144
2018-07-15,0.37732496043056596,4608,6144
2018-07-25,0.20786245962318903,4608,6144
2018-08-04,0.18968268260409815,4608,6144
2018-08-14,0.20388838104149395,4608,6144
2018-08-24,0.19312631078144502,4608,6144
2018-09-03,0.20664830984238572,4608,6144
2018-09-13,0.20139635872136077,4608,6144
2018-10-03,0.23914120330574307,4608,6144
2018-10-23,0.30151341347241356,4608,6144
2018-11-02,0.3557339920798931,4608,6144
2018-11-12,0.40513145736966943,4608,6144
2018-11-22,0.4004226547142974,4608,6144
2018-12-02,0.06608569388761795,4608,6144
2019-01-01,0.23509256687498686,4608,6144
2019-01-21,0.6666790840497911,4608,6144
2019-02-20,0.7164411342380511,4608,6144
2019-03-02,0.5007178435281292,4608,6144
2019-03-12,0.7494459419048494,4608,6144
2019-04-11,0.015286487748047122,4608,6144
2019-04-21,0.07023790806326499,4608,6144
2019-05-01,0.7134489524432761,4608,6144
2019-05-11,0.7244041088669012,4608,6144
2019-05-21,0.6884439292733633,4608,6144
2019-06-10,0.17060860151067417,4608,6144
2019-06-20,0.7197989625092529,4608,6144
2019-06-30,0.6768891187411046,4608,6144
2019-07-20,0.6419490276153679,4608,6144
2019-07-30,0.6137986470686578,4608,6144
2019-08-09,0.6150469204535873,4608,6144
2016-12-22,0.1689647603962654,5120,3584
2017-01-01,0.21348839693253982,5120,3584
2017-01-11,0.34212312839758996,5120,3584
2017-02-10,0.5986155037279419,5120,3584
2017-02-20,0.4176257464083777,5120,3584
2017-03-02,0.30123935274561375,5120,3584
2017-03-12,0.5196789035255581,5120,3584
2017-04-01,0.48151492324237305,5120,3584
2017-04-11,0.44426496473411,5120,3584
2017-05-01,0.15345066579177274,5120,3584
2017-05-11,0.5001892188735748,5120,3584
2017-05-21,0.26800012212312535,5120,3584
2017-05-31,0.1485396287620832,5120,3584
2017-06-20,0.49007645323896315,5120,3584
2017-07-10,0.2715741755691003,5120,3584
2017-07-20,0.46350460584934666,5120,3584
2017-07-30,0.040782309858947444,5120,3584
2017-08-09,0.37009173275783147,5120,3584
2017-08-19,0.31788931993409625,5120,3584
2017-09-08,0.26088554566362243,5120,3584
2017-09-18,0.1462952234509622,5120,3584
2017-09-28,0.1327753158651466,5120,3584
2017-10-08,0.2280183994959377,5120,3584
2017-10-28,0.29229072848601245,5120,3584
2017-11-07,0.3266415489328832,5120,3584
2017-11-17,0.034145482267933076,5120,3584
2017-11-27,0.2871946122032093,5120,3584
2017-12-07,0.46611404007858176,5120,3584
2017-12-17,0.48197687844144177,5120,3584
2017-12-27,0.44405750759090307,5120,3584
2018-01-06,0.1348430874879407,5120,3584
2018-01-26,-0.0002691208108643059,5120,3584
2018-02-15,0.29810880548690927,5120,3584
2018-03-17,0.600725484190933,5120,3584
2018-04-16,0.004306036447977785,5120,3584
2018-04-26,0.6204101059434296,5120,3584
2018-05-06,0.5048162007985566,5120,3584
2018-05-26,0.4812766237872118,5120,3584
2018-06-05,0.5000676893908145,5120,3584
2018-06-15,0.4634344239573588,5120,3584
2018-06-25,0.13550842136237903,5120,3584
2018-07-05,0.45692569385060094,5120,3584
2018-07-15,0.41445917212974753,5120,3584
2018-07-25,0.26984973087615766,5120,3584
2018-08-04,0.2879543923190269,5120,3584
2018-08-14,0.3502513903963936,5120,3584
2018-08-24,0.27970901894593286,5120,3584
2018-09-03,0.27802829463466316,5120,3584
2018-09-13,0.14346458756145217,5120,3584
2018-10-03,0.0708011681540659,5120,3584
2018-10-23,0.16284492701435221,5120,3584
2018-11-02,0.11871412484724433,5120,3584
2018-11-12,0.22292753379940258,5120,3584
2018-11-22,0.32448839735578283,5120,3584
2018-12-02,0.24138767197879765,5120,3584
2019-01-01,0.06255234104008017,5120,3584
2019-01-21,0.22304656451100155,5120,3584
2019-02-20,0.5856419283563302,5120,3584
2019-03-02,0.4766940450999884,5120,3584
2019-03-12,0.613756858167748,5120,3584
2019-04-11,0.14706648251990267,5120,3584
2019-04-21,0.5001495071267146,5120,3584
2019-05-01,0.2725831382141385,5120,3584
2019-05-11,0.5963605446217068,5120,3584
2019-05-21,0.176697431242703,5120,3584
2019-06-10,0.5193757069579942,5120,3584
2019-06-20,0.5209964772188488,5120,3584
2019-06-30,0.4662880659073198,5120,3584
2019-07-20,0.42759604126878537,5120,3584
2019-07-30,0.40677289199742006,5120,3584
